price,street,beds,baths,sq ft,link
313365,"16025 Cowslip Way, Austin, TX 78725",3 beds,2 baths,"1,412",www.redfin.com/TX/Austin/16025-Cowslip-Way-78725/home/197739186
651990,"Guadalupe 2 Plan, Austin, TX 78758",3 beds,2.5 baths,"1,879",www.redfin.com/TX/Austin/Austin/Guadalupe-2/home/200238232
669990,"Harmony Plan, Austin, TX 78758",4 beds,2.5 baths,"2,242",www.redfin.com/TX/Austin/Austin/Harmony/home/200238230
639990,"Tenor Plan, Austin, TX 78758",3 beds,2.5 baths,"1,900",www.redfin.com/TX/Austin/Austin/Tenor/home/200238196
649990,"Lyric Plan, Austin, TX 78758",4 beds,2.5 baths,"2,015",www.redfin.com/TX/Austin/Austin/Lyric/home/200238195
417990,"Valencia Plan, Manor, TX 78653",3 beds,2.5 baths,"2,562",www.redfin.com/TX/Manor/Manor/Valencia/home/200233976
439990,"Linden Plan, Manor, TX 78653",5 beds,3 baths,"2,847",www.redfin.com/TX/Manor/Manor/Linden/home/200233749
532073,"16113 Smithers Rd, Manor, TX 78653",4 beds,3 baths,"2,864",www.redfin.com/TX/Manor/16113-Smithers-Rd-78653/home/187492102
450860,"10725 Worth Ln, Manor, TX 78653",3 beds,3 baths,"2,124",www.redfin.com/TX/Manor/10725-Worth-Ln-78653/home/187492038
442871,"16201 Smithers Rd, Manor, TX 78653",4 beds,3 baths,"2,121",www.redfin.com/TX/Manor/16201-Smithers-Rd-78653/home/187492103
416990,"Hawthorn Plan, Manor, TX 78653",4 beds,3 baths,"2,655",www.redfin.com/TX/Manor/Manor/Hawthorn/home/200233702
531281,"10704 Worth Ln, Manor, TX 78653",4 beds,3.5 baths,"2,905",www.redfin.com/TX/Manor/10704-Worth-Ln-78653/home/187492029
511084,"16209 Smithers Rd, Manor, TX 78653",4 beds,2.5 baths,"2,596",www.redfin.com/TX/Manor/16209-Smithers-Rd-78653/home/187492105
378990,"9316 Corvallis Dr, Austin, TX 78747",4 beds,2 baths,"1,858",www.redfin.com/TX/Austin/9316-Corvallis-Dr-78747/home/200228977
319365,"16029 Cowslip Way, Austin, TX 78725",3 beds,2 baths,"1,499",www.redfin.com/TX/Austin/16029-Cowslip-Way-78725/home/197739187
531940,"7501 Boyd Haven Dr, Austin, TX 78744",4 beds,2 baths,"2,206",www.redfin.com/TX/Austin/7501-Boyd-Haven-Dr-78744/home/200199640
569500,"7407 Boyd Haven Dr, Austin, TX 78744",4 beds,3 baths,"2,699",www.redfin.com/TX/Austin/7407-Boyd-Haven-Dr-78744/home/200188462
519900,"Denali Plan, Austin, TX 78744",4 beds,2.5 baths,"2,206",www.redfin.com/TX/Austin/Austin/Denali/home/200188445
621130,"8609 Chalgrin Pl, Austin, TX 78744",5 beds,4 baths,"2,639",www.redfin.com/TX/Austin/8609-Chalgrin-Pl-78744/home/191779366
612720,"8607 Chalgrin Pl, Austin, TX 78744",3 beds,3 baths,"2,334",www.redfin.com/TX/Austin/8607-Chalgrin-Pl-78744/home/191779367
288640,"12020 Murano Dr, Austin, TX 78747",3 beds,2 baths,"1,230",www.redfin.com/TX/Austin/12020-Murano-Dr-78747/home/197736047
389556,"1014B Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"2,080",www.redfin.com/TX/Austin/1014-Brickell-Loop-78744/unit-B/home/197737372
390179,"1014A Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"2,116",www.redfin.com/TX/Austin/1014-Brickell-Loop-78744/unit-A/home/197737371
371130,"8115 Springsteen Dr, Austin, TX 78744",3 beds,2.5 baths,"1,604",www.redfin.com/TX/Austin/8115-Springsteen-Dr-78744/home/200172685
383910,"8117 Springsteen Dr, Austin, TX 78744",2 beds,2.5 baths,"1,484",www.redfin.com/TX/Austin/8117-Springsteen-Dr-78744/home/200172670
405633,"5608 Forks Rd, Austin, TX 78747",3 beds,2.5 baths,"1,713",www.redfin.com/TX/Austin/5608-Forks-Rd-78747/home/191780137
402732,"5606 Forks Rd, Austin, TX 78747",3 beds,2.5 baths,"1,689",www.redfin.com/TX/Austin/5606-Forks-Rd-78747/home/191780136
382990,"4705 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,553",www.redfin.com/TX/Austin/4705-Lava-Island-Dr-78747/home/187488565
421990,"4508 Bridal Veil Dr, Austin, TX 78747",5 beds,3.5 baths,"2,543",www.redfin.com/TX/Austin/4508-Bridal-Veil-Dr-78747/home/187488504
431990,"4701 Lava Island Dr, Austin, TX 78747",5 beds,3.5 baths,"2,543",www.redfin.com/TX/Austin/4701-Lava-Island-Dr-78747/home/187488564
378990,"4617 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,640",www.redfin.com/TX/Austin/4617-Lava-Island-Dr-78747/home/187488562
377000,"9416 Oxbow Strap Dr, Manor, TX 78724",4 beds,2.5 baths,"2,171",www.redfin.com/TX/Manor/9416-Oxbow-Strap-Dr-78653/home/179153281
899900,"3822 Berkman Dr, Austin, TX 78723",3 beds,3.5 baths,"2,434",www.redfin.com/TX/Austin/3822-Berkman-Dr-78723/home/176236545
1899000,"C2 Central Plan, Austin, TX 78703",3 beds,3 baths,"1,667",www.redfin.com/TX/Austin/Austin/C2-Central/home/200079182
4500000,"2507 Inwood Pl, Austin, TX 78703",5 beds,5.5 baths,"4,483",www.redfin.com/TX/Austin/2507-Inwood-Pl-78703/home/31227600
310690,"Tartini Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,692",www.redfin.com/TX/Del-Valle/Del-Valle/Tartini/home/191302323
333990,"Bruckner 2 Plan, Del Valle, TX 78617",4 beds,3 baths,"1,882",www.redfin.com/TX/Del-Valle/Del-Valle/Bruckner-2/home/189299236
2949000,"C6 East Plan, Austin, TX 78703",3 beds,3.5 baths,"2,340",www.redfin.com/TX/Austin/Austin/C6-East/home/200032832
999000,"A3 Central Plan, Austin, TX 78703",1 bed,1 bath,917,www.redfin.com/TX/Austin/Austin/A3-Central/home/200032826
869000,"A1 East Plan, Austin, TX 78703",1 bed,1.5 baths,847,www.redfin.com/TX/Austin/Austin/A1-East/home/200032814
375990,"4509 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,640",www.redfin.com/TX/Austin/4509-Lava-Island-Dr-78747/home/187488545
442990,"4501 Lava Island Dr, Austin, TX 78747",5 beds,3.5 baths,"2,543",www.redfin.com/TX/Austin/4501-Lava-Island-Dr-78747/home/187488538
1649000,"B5 Central Plan, Austin, TX 78703",2 beds,2 baths,"1,452",www.redfin.com/TX/Austin/Austin/B5-Central/home/200032294
1299000,"B1.1 Central Plan, Austin, TX 78703",2 beds,2 baths,"1,182",www.redfin.com/TX/Austin/Austin/B1-1-Central/home/200032293
458381,"5218 Monarda Mint Dr, Manor, TX 78653",4 beds,2.5 baths,"2,218",www.redfin.com/TX/Manor/5218-Monarda-Mint-Dr-78653/home/200000080
370990,"4517 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,553",www.redfin.com/TX/Austin/4517-Lava-Island-Dr-78747/home/187488557
342153,"8111 Springsteen Dr, Austin, TX 78744",2 beds,2 baths,"1,437",www.redfin.com/TX/Austin/8111-Springsteen-Dr-78744/home/199998531
312161,"8211 Springsteen Dr, Austin, TX 78744",2 beds,2.5 baths,"1,108",www.redfin.com/TX/Austin/8211-Springsteen-Dr-78744/home/199998528
324968,"8209 Springsteen Dr, Austin, TX 78744",2 beds,2.5 baths,"1,206",www.redfin.com/TX/Austin/8209-Springsteen-Dr-78744/home/199998525
314399,"8113 Springsteen Dr, Austin, TX 78744",2 beds,2.5 baths,"1,098",www.redfin.com/TX/Austin/8113-Springsteen-Dr-78744/home/199998524
425990,"4513 Lava Island Dr, Austin, TX 78747",5 beds,3.5 baths,"2,543",www.redfin.com/TX/Austin/4513-Lava-Island-Dr-78747/home/187488556
355990,"9209 Corvallis Dr, Austin, TX 78747",4 beds,2 baths,"1,690",www.redfin.com/TX/Austin/9209-Corvallis-Dr-78747/home/199993194
355000,"1012A Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"1,487",www.redfin.com/TX/Austin/1012-Brickell-Loop-78744/unit-A/home/197737369
Unknown,"Homes Available Soon Plan, Manor, TX 78653",— beds,— baths,—,www.redfin.com/TX/Manor/Manor/Homes-Available-Soon/home/199968151
352178,"1012B Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"1,487",www.redfin.com/TX/Austin/1012-Brickell-Loop-78744/unit-B/home/197737370
349999,"912 W 22nd St, Austin, TX 78705",2 beds,2 baths,793,www.redfin.com/TX/Austin/912-W-22nd-St-78705/home/181422567
Unknown,"Homes Available Soon Plan, Austin, TX 78754",— beds,— baths,—,www.redfin.com/TX/Austin/Austin/Homes-Available-Soon/home/199953278
300690,"Carmichael 2 Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,518",www.redfin.com/TX/Del-Valle/Del-Valle/Carmichael-2/home/189299245
343365,"16021 Cowslip Way, Austin, TX 78725",3 beds,2 baths,"1,826",www.redfin.com/TX/Austin/16021-Cowslip-Way-78725/home/197739185
364990,"Meadowlark Plan, Del Valle, TX 78617",4 beds,2 baths,"2,020",www.redfin.com/TX/Del-Valle/Del-Valle/Meadowlark/home/193333134
294990,"Capercaillie Plan, Del Valle, TX 78617",3 beds,2 baths,"1,282",www.redfin.com/TX/Del-Valle/Del-Valle/Capercaillie/home/198948589
310990,"Partridge Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,655",www.redfin.com/TX/Del-Valle/Del-Valle/Partridge/home/198948554
329990,"Sandgrouse Plan, Del Valle, TX 78617",4 beds,3 baths,"1,903",www.redfin.com/TX/Del-Valle/Del-Valle/Sandgrouse/home/198948591
332990,"Pheasant Plan, Del Valle, TX 78617",4 beds,3 baths,"1,877",www.redfin.com/TX/Del-Valle/Del-Valle/Pheasant/home/198948590
391990,"Robin Plan, Del Valle, TX 78617",4 beds,3 baths,"2,440",www.redfin.com/TX/Del-Valle/Del-Valle/Robin/home/193301285
381990,"Oriole Plan, Del Valle, TX 78617",4 beds,3 baths,"2,351",www.redfin.com/TX/Del-Valle/Del-Valle/Oriole/home/193301309
350990,"Kestrel Plan, Del Valle, TX 78617",4 beds,2.5 baths,"1,954",www.redfin.com/TX/Del-Valle/Del-Valle/Kestrel/home/193301302
331990,"Falcon Plan, Del Valle, TX 78617",4 beds,2 baths,"1,637",www.redfin.com/TX/Del-Valle/Del-Valle/Falcon/home/193301330
349990,"Finch Plan, Del Valle, TX 78617",4 beds,2 baths,"1,695",www.redfin.com/TX/Del-Valle/Del-Valle/Finch/home/193301422
334990,"Harrier Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,727",www.redfin.com/TX/Del-Valle/Del-Valle/Harrier/home/193301356
343990,"Bluejay Plan, Del Valle, TX 78617",3 beds,2 baths,"1,528",www.redfin.com/TX/Del-Valle/Del-Valle/Bluejay/home/193301416
401990,"Sparrow Plan, Del Valle, TX 78617",5 beds,3 baths,"2,581",www.redfin.com/TX/Del-Valle/Del-Valle/Sparrow/home/193301352
300990,"Grouse Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,572",www.redfin.com/TX/Del-Valle/Del-Valle/Grouse/home/198948555
320990,"Eagle Plan, Del Valle, TX 78617",3 beds,2 baths,"1,463",www.redfin.com/TX/Del-Valle/Del-Valle/Eagle/home/193301290
373990,"Osprey Plan, Del Valle, TX 78617",4 beds,3 baths,"2,366",www.redfin.com/TX/Del-Valle/Del-Valle/Osprey/home/193301350
419990,"Warbler Plan, Del Valle, TX 78617",5 beds,3 baths,"2,968",www.redfin.com/TX/Del-Valle/Del-Valle/Warbler/home/193301323
367990,"Merlin Plan, Del Valle, TX 78617",4 beds,2.5 baths,"2,193",www.redfin.com/TX/Del-Valle/Del-Valle/Merlin/home/193301378
392170,"Maestro 2 Plan, Del Valle, TX 78617",4 beds,2.5 baths,"2,235",www.redfin.com/TX/Del-Valle/Del-Valle/Maestro-2/home/189149013
290990,"Eller Plan, Del Valle, TX 78617",3 beds,2 baths,"1,305",www.redfin.com/TX/Del-Valle/Del-Valle/Eller/home/189299240
412990,"Wren Plan, Del Valle, TX 78617",4 beds,2.5 baths,"2,964",www.redfin.com/TX/Del-Valle/Del-Valle/Wren/home/193301405
340990,"Hawk Plan, Del Valle, TX 78617",3 beds,2.5 baths,"1,876",www.redfin.com/TX/Del-Valle/Del-Valle/Hawk/home/193301418
512045,"10708 Worth Ln, Manor, TX 78653",5 beds,3 baths,"2,847",www.redfin.com/TX/Manor/10708-Worth-Ln-78653/home/187492028
65000,"10803 FM 1625, Austin, TX 78747",3 beds,2 baths,"1,200",www.redfin.com/TX/Austin/10803-FM-1625-78747/home/31671688
433990,"4609 Lava Island Dr, Austin, TX 78747",5 beds,3.5 baths,"2,543",www.redfin.com/TX/Austin/4609-Lava-Island-Dr-78747/home/187488560
372990,"4512 Beacon Bay Dr, Austin, TX 78747",3 beds,2 baths,"1,640",www.redfin.com/TX/Austin/4512-Beacon-Bay-Dr-78747/home/187488483
1149900,"BROOKDALE II Plan, Austin, TX 78738",4 beds,4 baths,"3,541",www.redfin.com/TX/Austin/Austin/BROOKDALE-II/home/199685846
1349900,"LYNMAR II Plan, Austin, TX 78738",4 beds,4.5 baths,"4,842",www.redfin.com/TX/Austin/Austin/LYNMAR-II/home/199685796
1274900,"MARLYN Plan, Austin, TX 78738",4 beds,4.5 baths,"4,302",www.redfin.com/TX/Austin/Austin/MARLYN/home/199685784
1229900,"GRANTLEY Plan, Austin, TX 78738",4 beds,4.5 baths,"4,079",www.redfin.com/TX/Austin/Austin/GRANTLEY/home/199685776
1325900,"TIVOLI Plan, Austin, TX 78738",5 beds,6 baths,"4,856",www.redfin.com/TX/Austin/Austin/TIVOLI/home/199685765
1174900,"LAUREN II Plan, Austin, TX 78738",4 beds,4 baths,"3,532",www.redfin.com/TX/Austin/Austin/LAUREN-II/home/199685753
1265900,"BRIARGATE Plan, Austin, TX 78738",5 beds,4.5 baths,"4,626",www.redfin.com/TX/Austin/Austin/BRIARGATE/home/199685711
119995,"8803 Beethoven Run #695, Austin, TX 78724",5 beds,3 baths,"2,128",www.redfin.com/TX/Austin/8803-Beethoven-Run-78724/unit-695/home/176242738
387990,"4525 Bridal Veil Dr, Austin, TX 78747",3 beds,2 baths,"1,640",www.redfin.com/TX/Austin/4525-Bridal-Veil-Dr-78747/home/187488525
334313,"1010A Brickell Loop, Austin, TX 78744",2 beds,2.5 baths,"1,382",www.redfin.com/TX/Austin/1010-Brickell-Loop-78744/unit-A/home/197737367
335878,"1010B Brickell Loop, Austin, TX 78744",2 beds,2.5 baths,"1,382",www.redfin.com/TX/Austin/1010-Brickell-Loop-78744/unit-B/home/197737368
119995,"8803 Beethoven Run Plan, Austin, TX 78724",5 beds,3 baths,"2,128",www.redfin.com/TX/Austin/Austin/8803-Beethoven-Run/home/198779007
406540,"4620 Lava Island Dr, Austin, TX 78747",4 beds,2.5 baths,"2,323",www.redfin.com/TX/Austin/4620-Lava-Island-Dr-78747/home/187488552
999426,"5312 Watusi Bnd, Austin, TX 78732",4 beds,3 baths,"3,222",www.redfin.com/TX/Austin/5312-Watusi-Bnd-78732/home/179596012
370990,"4605 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,640",www.redfin.com/TX/Austin/4605-Lava-Island-Dr-78747/home/187488559
Unknown,"Homes Available Soon Plan, Austin, TX 78754",— beds,— baths,—,www.redfin.com/TX/Austin/Austin/Homes-Available-Soon/home/199581983
422008,"Dickinson Plan, Austin, TX 78744",3 beds,2.5 baths,"2,054",www.redfin.com/TX/Austin/Austin/Dickinson/home/188423358
417055,"Lane Plan, Austin, TX 78744",4 beds,3 baths,"2,101",www.redfin.com/TX/Austin/Austin/Lane/home/199490536
403066,"Hendrix Plan, Austin, TX 78744",4 beds,3 baths,"2,054",www.redfin.com/TX/Austin/Austin/Hendrix/home/199490632
374000,"Lander Plan, Austin, TX 78744",3 beds,2.5 baths,"1,580",www.redfin.com/TX/Austin/Austin/Lander/home/188384946
386766,"Heritage Plan, Austin, TX 78744",2 beds,2.5 baths,"1,657",www.redfin.com/TX/Austin/Austin/Heritage/home/188418797
565990,"Aaron Plan, Austin, TX 78745",4 beds,3.5 baths,"2,512",www.redfin.com/TX/Austin/Austin/Aaron/home/196938639
555990,"Dominic Plan, Austin, TX 78745",3 beds,2.5 baths,"2,148",www.redfin.com/TX/Austin/Austin/Dominic/home/196938350
535990,"Noah Plan, Austin, TX 78745",3 beds,2.5 baths,"2,150",www.redfin.com/TX/Austin/Austin/Noah/home/196292583
519990,"Audryna Plan, Austin, TX 78745",3 beds,2.5 baths,"1,810",www.redfin.com/TX/Austin/Austin/Audryna/home/196292582
445990,"Juliana Plan, Austin, TX 78745",3 beds,2.5 baths,"1,698",www.redfin.com/TX/Austin/Austin/Juliana/home/196938692
425990,"Aria Grace Plan, Austin, TX 78745",3 beds,2.5 baths,"1,583",www.redfin.com/TX/Austin/Austin/Aria-Grace/home/196941764
500990,"Elizabeth Plan, Austin, TX 78745",3 beds,2.5 baths,"1,648",www.redfin.com/TX/Austin/Austin/Elizabeth/home/196292584
508878,"16309 Smithers Rd, Manor, TX 78653",4 beds,2.5 baths,"2,602",www.redfin.com/TX/Manor/16309-Smithers-Rd-78653/home/187492111
301990,"Polo I Plan, Xpiawo Austin, TX 78747",3 beds,2 baths,"1,545",www.redfin.com/TX/Xpiawo-Austin/Austin/Polo-I/home/197350359
555900,"Catalina Plan, Austin, TX 78744",3 beds,3.5 baths,"2,334",www.redfin.com/TX/Austin/Austin/Catalina/home/199170764
2994990,"10202 Epsilon Way, Austin, TX 78730",5 beds,5.5 baths,"4,648",www.redfin.com/TX/Austin/10202-Epsilon-Way-78730/home/199168017
545683,"7806 Ella Lee Ln, Austin, TX 78744",4 beds,2 baths,"2,193",www.redfin.com/TX/Austin/7806-Ella-Lee-Ln-78744/home/179151078
559900,"7517 Boyd Haven Dr, Austin, TX 78744",3 beds,2 baths,"2,411",www.redfin.com/TX/Austin/7517-Boyd-Haven-Dr-78744/home/199153366
296990,"Dawson I Plan, Austin, TX 78747",3 beds,2 baths,"1,485",www.redfin.com/TX/Austin/Austin/Dawson-I/home/197350363
568474,"9200 Hamadryas Dr, Austin, TX 78744",3 beds,3 baths,"2,712",www.redfin.com/TX/Austin/9200-Hamadryas-Dr-78744/home/179154101
446839,"7010 Woodford Way, Austin, TX 78744",3 beds,2.5 baths,"1,975",www.redfin.com/TX/Austin/7010-Woodford-Way-78744/home/179155469
398479,"7008 Woodford Way, Austin, TX 78744",3 beds,2 baths,"1,411",www.redfin.com/TX/Austin/7008-Woodford-Way-78744/home/179155470
499595,"7011 Woodford Way, Austin, TX 78744",4 beds,3.5 baths,"2,373",www.redfin.com/TX/Austin/7011-Woodford-Way-78744/home/179155495
389990,"Palmetto Plan, Manor, TX 78653",3 beds,3 baths,"2,124",www.redfin.com/TX/Manor/Manor/Palmetto/home/198948572
426924,"16205 Smithers Rd, Manor, TX 78653",3 beds,2 baths,"1,800",www.redfin.com/TX/Manor/16205-Smithers-Rd-78653/home/187492104
316990,"Cameron I Plan, Austin, TX 78747",4 beds,2 baths,"1,731",www.redfin.com/TX/Austin/Austin/Cameron-I/home/197350361
359990,"Betterment Plan, Austin, TX 78744",3 beds,2.5 baths,"2,080",www.redfin.com/TX/Austin/Austin/Betterment/home/192357569
349990,"Purpose Plan, Austin, TX 78744",3 beds,2.5 baths,"1,948",www.redfin.com/TX/Austin/Austin/Purpose/home/192357551
399990,"Afton Plan, Austin, TX 78754",4 beds,2 baths,"1,782",www.redfin.com/TX/Austin/Austin/Afton/home/198834280
419990,"Coolidge Plan, Austin, TX 78754",4 beds,3 baths,"2,029",www.redfin.com/TX/Austin/Austin/Coolidge/home/198834279
387990,"Beeville Plan, Austin, TX 78754",3 beds,2 baths,"1,581",www.redfin.com/TX/Austin/Austin/Beeville/home/198834278
470990,"Summit Plan, Austin, TX 78754",4 beds,2.5 baths,"2,466",www.redfin.com/TX/Austin/Austin/Summit/home/198834276
424990,"Fentress Plan, Austin, TX 78754",4 beds,2.5 baths,"2,218",www.redfin.com/TX/Austin/Austin/Fentress/home/198834272
461990,"San Luis Plan, Austin, TX 78754",3 beds,2.5 baths,"2,403",www.redfin.com/TX/Austin/Austin/San-Luis/home/198834269
434990,"Monroe Plan, Austin, TX 78754",4 beds,3 baths,"2,344",www.redfin.com/TX/Austin/Austin/Monroe/home/198834268
444990,"Ouray Plan, Austin, TX 78754",3 beds,2.5 baths,"2,121",www.redfin.com/TX/Austin/Austin/Ouray/home/198834266
454990,"Gustine Plan, Austin, TX 78754",4 beds,2.5 baths,"2,532",www.redfin.com/TX/Austin/Austin/Gustine/home/198834265
440990,"Maroon Plan, Austin, TX 78754",3 beds,2.5 baths,"2,057",www.redfin.com/TX/Austin/Austin/Maroon/home/198834263
419990,"Hubbard Plan, Austin, TX 78754",3 beds,2.5 baths,"1,810",www.redfin.com/TX/Austin/Austin/Hubbard/home/198834260
324990,"Brenner Plan, Austin, TX 78744",2 beds,2.5 baths,"1,382",www.redfin.com/TX/Austin/Austin/Brenner/home/196118229
389990,"Keagan Plan, Austin, TX 78744",3 beds,2.5 baths,"2,058",www.redfin.com/TX/Austin/Austin/Keagan/home/192357556
387990,"Huxley Plan, Austin, TX 78744",3 beds,2.5 baths,"2,124",www.redfin.com/TX/Austin/Austin/Huxley/home/192357577
367990,"Brentley Plan, Austin, TX 78744",2 beds,2.5 baths,"1,693",www.redfin.com/TX/Austin/Austin/Brentley/home/194976219
357990,"Atsina Plan, Austin, TX 78744",3 beds,2.5 baths,"1,560",www.redfin.com/TX/Austin/Austin/Atsina/home/194976211
329990,"Brock Plan, Austin, TX 78744",3 beds,2.5 baths,"1,487",www.redfin.com/TX/Austin/Austin/Brock/home/194976224
344990,"Thrive Plan, Austin, TX 78744",3 beds,2.5 baths,"1,811",www.redfin.com/TX/Austin/Austin/Thrive/home/192357571
394990,"Alderwood Plan, Austin, TX 78744",3 beds,2.5 baths,"2,149",www.redfin.com/TX/Austin/Austin/Alderwood/home/194002663
397990,"Blackburn Plan, Austin, TX 78744",3 beds,2.5 baths,"2,172",www.redfin.com/TX/Austin/Austin/Blackburn/home/198833793
Unknown,"Homes Available Soon Plan, Austin, TX 78738",— beds,— baths,—,www.redfin.com/TX/Austin/Austin/Homes-Available-Soon/home/198825890
339000,"Plan A3.2 Plan, Austin, TX 78723",1 bed,1.5 baths,890,www.redfin.com/TX/Austin/Austin/Plan-A3-2/home/188910794
433000,"Plan B1.1 Plan, Austin, TX 78723",2 beds,2.5 baths,"1,145",www.redfin.com/TX/Austin/Austin/Plan-B1-1/home/188910781
460000,"Plan B5 Plan, Austin, TX 78723",2 beds,2.5 baths,"1,488",www.redfin.com/TX/Austin/Austin/Plan-B5/home/188910842
502000,"Plan B6 Plan, Austin, TX 78723",2 beds,2.5 baths,"1,687",www.redfin.com/TX/Austin/Austin/Plan-B6/home/188910854
284000,"Plan A1 Plan, Austin, TX 78723",1 bed,1 bath,616,www.redfin.com/TX/Austin/Austin/Plan-A1/home/188910789
315000,"Plan A2 Plan, Austin, TX 78723",1 bed,1 bath,760,www.redfin.com/TX/Austin/Austin/Plan-A2/home/188910780
402000,"Plan B1.2 Plan, Austin, TX 78723",2 beds,2.5 baths,"1,193",www.redfin.com/TX/Austin/Austin/Plan-B1-2/home/188910782
338000,"Plan A3.1 Plan, Austin, TX 78723",1 bed,1 bath,815,www.redfin.com/TX/Austin/Austin/Plan-A3-1/home/188910779
322000,"Plan A2 ANSI Plan, Austin, TX 78723",1 bed,1 bath,760,www.redfin.com/TX/Austin/Austin/Plan-A2-ANSI/home/188910831
497000,"Eckerd Plan, Austin, TX 78744",3 beds,2.5 baths,"2,436",www.redfin.com/TX/Austin/Austin/Eckerd/home/188273640
349990,"1016A Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"1,948",www.redfin.com/TX/Austin/1016-Brickell-Loop-78744/unit-A/home/197737373
349990,"1016B Brickell Loop, Austin, TX 78744",3 beds,2.5 baths,"1,948",www.redfin.com/TX/Austin/1016-Brickell-Loop-78744/unit-B/home/197737374
480354,"7006 Woodford Way, Austin, TX 78744",4 beds,2.5 baths,"2,276",www.redfin.com/TX/Austin/7006-Woodford-Way-78744/home/179155471
437223,"7009 Woodford Way, Austin, TX 78744",3 beds,2.5 baths,"1,827",www.redfin.com/TX/Austin/7009-Woodford-Way-78744/home/179155494
338845,"Temple Plan, Austin, TX 78744",2 beds,2 baths,"1,437",www.redfin.com/TX/Austin/Austin/Temple/home/188275508
310944,"Beckfield Plan, Austin, TX 78744",2 beds,2.5 baths,"1,192",www.redfin.com/TX/Austin/Austin/Beckfield/home/188279872
289807,"Lexington Plan, Austin, TX 78744",2 beds,2.5 baths,"1,098",www.redfin.com/TX/Austin/Austin/Lexington/home/188283181
371130,"Brooklyn Plan, Austin, TX 78744",3 beds,2.5 baths,"1,562",www.redfin.com/TX/Austin/Austin/Brooklyn/home/188330988
371278,"Charter Plan, Austin, TX 78744",3 beds,3 baths,"1,717",www.redfin.com/TX/Austin/Austin/Charter/home/189984805
331148,"Georgetown Plan, Austin, TX 78744",2 beds,2.5 baths,"1,373",www.redfin.com/TX/Austin/Austin/Georgetown/home/190367968
383910,"Berkley Plan, Austin, TX 78744",2 beds,2.5 baths,"1,456",www.redfin.com/TX/Austin/Austin/Berkley/home/188275847
503000,"Pomeroy Plan, Austin, TX 78744",3 beds,2.5 baths,"2,201",www.redfin.com/TX/Austin/Austin/Pomeroy/home/198570101
470000,"Chapman Plan, Austin, TX 78744",4 beds,3.5 baths,"2,373",www.redfin.com/TX/Austin/Austin/Chapman/home/194901868
492000,"Ellis Plan, Austin, TX 78744",3 beds,2.5 baths,"2,357",www.redfin.com/TX/Austin/Austin/Ellis/home/194901880
412000,"Endicott Plan, Austin, TX 78744",3 beds,2.5 baths,"1,827",www.redfin.com/TX/Austin/Austin/Endicott/home/194901876
541000,"Claremont Plan, Austin, TX 78744",4 beds,3 baths,"2,874",www.redfin.com/TX/Austin/Austin/Claremont/home/188300995
546000,"Randolph Plan, Austin, TX 78744",4 beds,3 baths,"2,959",www.redfin.com/TX/Austin/Austin/Randolph/home/188303167
550000,"Siena Plan, Austin, TX 78744",4 beds,3 baths,"2,975",www.redfin.com/TX/Austin/Austin/Siena/home/188301743
418000,"Quincy Plan, Austin, TX 78744",3 beds,2.5 baths,"1,971",www.redfin.com/TX/Austin/Austin/Quincy/home/188275003
487179,"Mills Plan, Austin, TX 78744",3 beds,2.5 baths,"2,110",www.redfin.com/TX/Austin/Austin/Mills/home/188299096
475000,"Drake Plan, Austin, TX 78744",3 beds,2.5 baths,"2,126",www.redfin.com/TX/Austin/Austin/Drake/home/188275144
450000,"Cambridge Plan, Austin, TX 78744",4 beds,2.5 baths,"2,274",www.redfin.com/TX/Austin/Austin/Cambridge/home/188274019
527000,"Occidental Plan, Austin, TX 78744",3 beds,3 baths,"2,687",www.redfin.com/TX/Austin/Austin/Occidental/home/188274883
375000,"Oakwood Plan, Austin, TX 78744",3 beds,2 baths,"1,410",www.redfin.com/TX/Austin/Austin/Oakwood/home/188272530
432000,"Lewis Plan, Austin, TX 78744",4 beds,3.5 baths,"2,104",www.redfin.com/TX/Austin/Austin/Lewis/home/188273117
412000,"2420 Drew Ln #6, Austin, TX 78748",2 beds,2.5 baths,"1,094",www.redfin.com/TX/Austin/2420-Drew-Ln-78748/unit-6/home/198441138
442000,"The Hamilton Plan, Austin, TX 78748",2 beds,2.5 baths,"1,145",www.redfin.com/TX/Austin/Austin/The-Hamilton/home/198440081
670000,"8907 Butler Cir, Austin, TX 78737",3 beds,2.5 baths,"2,000",www.redfin.com/TX/Austin/8907-Butler-Cir-78737/home/31717022
